id;age;gender;marital_status;region;education;occupation;account;subscription_period;weekly_usage_time;subscription_type;watch_with;major_platform;other_major_platform;platforms;user_friendliness;satisfaction;price_quality;future_user;preference;genre_1;genre_2;genre_3;n_episodes;additional_accounts;time_preference;suggestion;reason_no_netflix;other_platform
484;53;female;married;Umbria;upper secondary school diploma;homemaker;si;over 24 months ;4;premium;partner;si;;netflix;very;enough;enough;;tv series;drama;romantic;thriller;one-2 episodes;yes;late evening;contents;;
485;21;female;single;Campania;upper secondary school diploma;student;si;over 24 months ;1;standard;;si;;netflix;very much;very;very;;tv series;romantic;comedy;fantasy;one-2 episodes;no;late morning;contents;;
486;21;male;single;Campania;upper secondary school diploma;student;si;over 24 months ;7;premium;;si;;netflix;very much;very much;very;;tv series;fantasy;comedy;action;3-4 episodes;yes;late evening;nothing;;
487;21;male;single;Campania;upper secondary school diploma;student;si;over 24 months ;4;premium;partner;si;;netflix;very much;very;a little;;tv series;action;thriller;fantasy;one-2 episodes;yes;late evening;navigation;;
488;21;female;single;Lazio;upper secondary school diploma;student;no;;;;;;;;;;;don't know;tv series;comedy;fantasy;drama;7 or more;yes;;;price;
489;22;female;single;Campania;upper secondary school diploma;student;si;over 24 months ;4;premium;;si;;netflix;very much;very;enough;;movies;comedy;romantic;action;one-2 episodes;yes;early afternoon;contents;;
490;18;male;single;Campania;lower secondary school diploma;student;no;;;;;;;;;;;yes;movies;thriller;action;fantasy;one-2 episodes;no;;;no need;
491;53;female;married;Umbria;master's degree;homemaker;si;7 to 12 months ;6;basic;family;si;;netflix;very much;very much;very much;;tv series;comedy;drama;action;one-2 episodes;yes;late evening;loading speed;;
492;21;male;cohabiting;Campania;upper secondary school diploma;student;no;;;;;;;;;;;no;movies;horror;thriller;action;one-2 episodes;yes;;;others;prime video
493;21;female;single;Campania;bachelor's degree;student;no;;;;;;;;;;;yes;movies;romantic;action;fantasy;one-2 episodes;no;;;no need;
494;37;female;married;Campania;master's degree;employed;no;;;;;;;;;;;no;movies;comedy;other;romantic;single episode;no;;;no need;
495;25;female;single;Campania;upper secondary school diploma;job seeker;si;over 24 months ;7;premium;family;si;;netflix;very much;very;enough;;tv series;action;thriller;drama;3-4 episodes;yes;late evening;contents;;prime video
496;18;female;single;Campania;lower secondary school diploma;student;si;over 24 months ;6;standard;;si;;netflix;very much;very;very;;tv series;comedy;drama;action;5-6 episodes;yes;late afternoon;contents;;prime video
497;57;female;married;Umbria;bachelor's degree;employed;si;over 24 months ;3;premium;family;no;other ;;very;a little;a little;;movies;drama;comedy;romantic;single episode;yes;late evening;contents;;
498;20;female;single;Toscana;upper secondary school diploma;student;no;;;;;;;;;;;don't know;tv series;thriller;action;fantasy;3-4 episodes;no;;;other platforms;
499;23;female;single;Campania;upper secondary school diploma;employed;no;;;;;;;;;;;no;movies;action;comedy;fantasy;single episode;no;;;lack of interest;
500;21;male;single;Campania;upper secondary school diploma;student;si;13 to 24 months;3;premium;family;si;;netflix;very much;very;not at all;;tv series;fantasy;action;comedy;one-2 episodes;yes;late evening;contents;;prime video
501;21;male;single;Campania;upper secondary school diploma;student;si;over 24 months ;3;premium;;si;;netflix;very much;enough;enough;;movies;thriller;action;comedy;one-2 episodes;yes;late afternoon;contents;;
502;19;male;single;Campania;upper secondary school diploma;student;no;;;;;;;;;;;don't know;movies;horror;thriller;action;one-2 episodes;yes;;;other platforms;
503;18;female;single;Campania;lower secondary school diploma;student;si;13 to 24 months;6;standard;;si;;netflix;very much;very;very much;;tv series;comedy;thriller;fantasy;3-4 episodes;yes;early afternoon;contents;;prime video
504;21;female;single;Campania;upper secondary school diploma;student;si;over 24 months ;1;premium;family;si;;netflix;very;enough;a little;;documentaries;fantasy;romantic;comedy;one-2 episodes;no;late evening;contents;;
505;22;female;single;Campania;no degree;employed;no;;;;;;;;;;;no;tv series;fantasy;drama;romantic;one-2 episodes;yes;;;others;prime video
506;21;male;single;Campania;upper secondary school diploma;employed;si;over 24 months ;3;premium;partner;si;;netflix;very much;very;enough;;movies;comedy;horror;action;3-4 episodes;yes;late evening;contents;;
507;22;male;single;Campania;upper secondary school diploma;student;si;over 24 months ;2;basic;;no;prime video ;prime video;very;enough;a little;;movies;fantasy;thriller;action;one-2 episodes;yes;late evening;contents;;
508;22;female;single;Campania;upper secondary school diploma;student;si;over 24 months ;4;premium;;si;;netflix;very much;enough;enough;;tv series;drama;action;comedy;3-4 episodes;yes;late evening;contents;;
509;22;female;single;Campania;upper secondary school diploma;student;si;over 24 months ;5;premium;;si;;netflix;very much;very;very;;tv series;fantasy;action;comedy;one-2 episodes;yes;early afternoon;loading speed;;
510;20;female;single;Campania;bachelor's degree;student;no;;;;;;;;;;;don't know;tv series;romantic;comedy;drama;3-4 episodes;yes;;;no need;
511;18;female;single;Campania;upper secondary school diploma;student;si;7 to 12 months ;3;standard;;no;;;very much;very;very;;tv series;horror;romantic;drama;3-4 episodes;no;early evening;contents;;
512;21;male;single;Campania;upper secondary school diploma;student;si;13 to 24 months;2;premium;;si;;netflix;very;very;enough;;tv series;action;comedy;fantasy;3-4 episodes;yes;late evening;contents;;prime video
513;23;female;single;Campania;upper secondary school diploma;student;si;7 to 12 months ;0;standard;;no;disney plus;disney plus;very much;a little;not at all;;tv series;drama;romantic;comedy;3-4 episodes;yes;night;contents;;
514;47;female;married;Campania;upper secondary school diploma;employed;no;;;;;;;;;;;don't know;tv series;fantasy;drama;comedy;single episode;no;;;price;
515;20;female;separated;Lombardia;upper secondary school diploma;student;si;over 24 months ;0;premium;;no;;;very much;a little;enough;;tv series;thriller;comedy;other;one-2 episodes;yes;early evening;contents;;
516;62;female;married;Umbria;master's degree;retired;si;13 to 24 months;4;basic;;si;;netflix;not at all ;very;enough;;movies;comedy;action;drama;one-2 episodes;no;late evening;contents;;
517;21;female;single;Campania;upper secondary school diploma;student;si;over 24 months ;6;premium;;si;;netflix;very much;very;enough;;movies;thriller;romantic;fantasy;one-2 episodes;yes;early afternoon;contents;;
518;26;female;single;Lombardia;master's degree;employed;si;13 to 24 months;4;standard;;si;;netflix;very much;very;very;;tv series;comedy;action;drama;3-4 episodes;yes;late evening;contents;;disney plus
519;20;male;single;Lombardia;upper secondary school diploma;student;si;over 24 months ;3;premium;;no;disney plus;disney plus;very;very;very;;tv series;comedy;action;thriller;one-2 episodes;yes;early evening;contents;;
520;21;male;cohabiting;Campania;upper secondary school diploma;student;no;;;;;;;;;;;don't know;movies;action;drama;comedy;one-2 episodes;no;;;price;
521;21;female;single;Campania;upper secondary school diploma;student;si;7 to 12 months ;3;standard;partner;si;;netflix;very much;very much;very much;;movies;thriller;comedy;drama;one-2 episodes;yes;late evening;loading speed;;
522;22;male;single;Calabaria;upper secondary school diploma;student;no;;;;;;;;;;;no;tv series;action;comedy;fantasy;single episode;no;;;lack of interest;
523;27;female;single;Liguria;master's degree;employed;si;over 24 months ;6;premium;;no;;;very much;very much;enough;;tv series;comedy;fantasy;thriller;one-2 episodes;yes;early evening;personalization;;
524;21;female;single;Calabaria;upper secondary school diploma;student;si;7 to 12 months ;1;standard;partner;si;;netflix;very much;very;a little;;movies;thriller;action;comedy;one-2 episodes;yes;late evening;contents;;
525;21;male;married;Calabaria;upper secondary school diploma;student;no;;;;;;;;;;;no;movies;horror;fantasy;fantasy;single episode;no;;;lack of interest;
526;21;male;single;Puglia;upper secondary school diploma;student;no;;;;;;;;;;;don't know;sport;action;horror;comedy;single episode;no;;;no need;
527;22;female;single;Calabaria;upper secondary school diploma;student;si;7 to 12 months ;2;basic;;no;;;very;very;a little;;tv series;comedy;drama;action;one-2 episodes;yes;late evening;contents;;
528;21;female;single;Calabaria;upper secondary school diploma;student;si;13 to 24 months;4;basic;;si;;netflix;very much;very much;enough;;tv series;thriller;romantic;fantasy;one-2 episodes;yes;early evening;nothing;;prime video
529;28;female;single;Calabaria;upper secondary school diploma;student;si;over 24 months ;2;standard;partner;si;;netflix;very much;very;enough;;tv series;thriller;comedy;drama;one-2 episodes;yes;early evening;contents;;
530;22;male;single;Calabaria;upper secondary school diploma;student;si;over 24 months ;5;premium;;si;;netflix;very much;very;enough;;tv series;action;fantasy;other;one-2 episodes;yes;late evening;streaming quality;;
531;23;female;single;Campania;upper secondary school diploma;student;no;;;;;;;;;;;no;movies;drama;comedy;thriller;5-6 episodes;no;;;other platforms;
532;23;male;single;Calabaria;upper secondary school diploma;student;no;;;;;;;;;;;no;movies;other;fantasy;thriller;single episode;no;;;lack of interest;
533;22;female;single;Calabaria;upper secondary school diploma;student;si;over 24 months ;1;premium;;si;;netflix;very much;very much;enough;;tv series;drama;romantic;other;one-2 episodes;no;late evening;contents;;
534;22;female;single;Campania;upper secondary school diploma;student;si;over 24 months ;5;premium;;si;;netflix;very much;very;very;;movies;comedy;romantic;action;one-2 episodes;yes;late evening;contents;;
535;26;female;single;Calabaria;master's degree;student;si;7 to 12 months ;3;basic;family;si;;netflix;very much;enough;enough;;tv series;action;comedy;drama;one-2 episodes;yes;late evening;contents;;
536;23;male;single;Calabaria;upper secondary school diploma;student;si;over 24 months ;0;basic with ads;partner;no;other ;;very much;a little;enough;;tv series;action;comedy;thriller;7 or more;yes;late evening;contents;;
537;21;female;single;Campania;upper secondary school diploma;student;si;over 24 months ;3;premium;partner;no;other ;;very much;very;enough;;movies;fantasy;comedy;thriller;3-4 episodes;yes;late evening;nothing;;disney plus
538;21;female;single;Campania;upper secondary school diploma;student;si;over 24 months ;3;premium;partner;no;other ;;very much;very;enough;;movies;fantasy;comedy;thriller;3-4 episodes;yes;late evening;nothing;;disney plus
539;21;male;single;Campania;upper secondary school diploma;student;si;over 24 months ;5;premium;;si;;netflix;very much;very much;very much;;tv series;action;drama;comedy;5-6 episodes;yes;early afternoon;contents;;
540;22;female;single;Calabaria;upper secondary school diploma;student;si;7 to 12 months ;2;standard;friends;si;;netflix;very;very;very;;movies;comedy;drama;romantic;one-2 episodes;no;late evening;contents;;
541;28;female;single;Lombardia;bachelor's degree;employed;si;over 24 months ;3;premium;;si;;netflix;very much;enough;enough;;tv series;action;drama;romantic;5-6 episodes;yes;late evening;streaming quality;;
542;21;male;single;Calabaria;upper secondary school diploma;student;si;over 24 months ;1;premium;partner;si;;netflix;very much;enough;enough;;tv series;action;fantasy;drama;7 or more;yes;late evening;contents;;prime video
543;23;male;single;Campania;upper secondary school diploma;student;no;;;;;;;;;;;don't know;movies;action;comedy;drama;5-6 episodes;yes;;;price;
544;21;female;single;Calabaria;upper secondary school diploma;student;si;13 to 24 months;1;basic;family;si;;netflix;very much;very much;very;;movies;comedy;romantic;action;7 or more;yes;early afternoon;personalization;;
545;19;male;single;Campania;upper secondary school diploma;student;si;13 to 24 months;7;premium;;si;;netflix;very much;very much;very;;tv series;comedy;romantic;drama;3-4 episodes;yes;late afternoon;loading speed;;prime video
546;26;female;single;Toscana;master's degree;employed;no;;;;;;;;;;;don't know;tv series;thriller;comedy;action;one-2 episodes;yes;;;price;prime video
547;25;female;married;Calabaria;bachelor's degree;student;si;13 to 24 months;5;premium;;no;other ;;very much;very much;very much;;tv series;comedy;romantic;fantasy;one-2 episodes;yes;late evening;contents;;prime video
548;28;male;single;Lombardia;first-level master's degree;student;si;over 24 months ;0;premium;friends;no;;;enough;not at all;a little;;tv series;comedy;romantic;drama;3-4 episodes;yes;late evening;contents;;
549;21;female;single;Campania;upper secondary school diploma;student;si;0 to 6 months;4;basic;;no;disney plus;disney plus;very;very;enough;;documentaries;fantasy;thriller;comedy;one-2 episodes;no;early evening;streaming quality;;
550;20;male;single;Campania;upper secondary school diploma;;no;;;;;;;;;;;no;movies;horror;fantasy;comedy;one-2 episodes;no;;;price;
551;21;male;single;Campania;upper secondary school diploma;student;si;7 to 12 months ;3;premium;partner;si;;netflix;very;very;very;;tv series;action;comedy;fantasy;one-2 episodes;yes;late evening;streaming quality;;prime video
552;21;female;single;Campania;bachelor's degree;student;si;over 24 months ;7;premium;;si;;netflix;very much;very much;very;;tv series;fantasy;horror;action;7 or more;yes;night;loading speed;;
553;23;female;single;Campania;upper secondary school diploma;student;no;;;;;;;;;;;yes;tv series;comedy;drama;fantasy;3-4 episodes;yes;;;no need;prime video
554;23;female;single;Campania;upper secondary school diploma;student;no;;;;;;;;;;;yes;tv series;comedy;drama;fantasy;3-4 episodes;yes;;;no need;prime video
555;55;female;separated;Campania;master's degree;employed;no;;;;;;;;;;;don't know;movies;comedy;thriller;romantic;single episode;no;;;no need;
556;22;female;single;Calabaria;upper secondary school diploma;student;si;over 24 months ;7;premium;;si;;netflix;very much;very;very much;;tv series;action;comedy;fantasy;one-2 episodes;yes;late evening;contents;;
557;25;female;single;Piemonte;master's degree;employed;si;13 to 24 months;4;premium;;si;;netflix;very much;very much;very much;;tv series;thriller;horror;fantasy;5-6 episodes;no;late evening;contents;;
558;23;male;single;Campania;master's degree;student;si;13 to 24 months;4;premium;;si;;netflix;very much;very;very much;;tv series;thriller;action;drama;one-2 episodes;yes;late evening;contents;;prime video
559;54;female;married;Umbria;master's degree;employed;si;over 24 months ;1;premium;;si;;netflix;very much;very;enough;;movies;comedy;drama;other;one-2 episodes;yes;late evening;contents;;
560;21;male;single;Campania;upper secondary school diploma;student;si;over 24 months ;1;premium;friends;si;;netflix;very much;very much;very;;movies;action;comedy;horror;single episode;yes;late evening;streaming quality;;
561;20;female;single;Campania;upper secondary school diploma;student;no;;;;;;;;;;;yes;tv series;comedy;action;romantic;3-4 episodes;no;;;others;
562;22;male;single;Calabaria;upper secondary school diploma;student;si;over 24 months ;3;standard;partner;si;;netflix;very much;enough;enough;;movies;thriller;comedy;action;one-2 episodes;yes;early evening;contents;;prime video
563;19;female;single;Campania;upper secondary school diploma;student;si;over 24 months ;4;premium;;no;disney plus;disney plus;very much;very;very;;tv series;drama;thriller;fantasy;3-4 episodes;yes;early afternoon;contents;;
564;21;male;single;Campania;upper secondary school diploma;employed;si;13 to 24 months;1;premium;partner;no;prime video ;prime video;very much;very;very;;movies;comedy;thriller;romantic;one-2 episodes;yes;late evening;contents;;
565;48;male;married;Campania;upper secondary school diploma;job seeker;si;over 24 months ;7;premium;family;si;;netflix;very much;very much;very much;;tv series;comedy;fantasy;action;3-4 episodes;no;early evening;nothing;;
566;19;female;cohabiting;Campania;upper secondary school diploma;student;si;over 24 months ;7;standard;family;si;;netflix;very much;very much;very;;tv series;action;comedy;drama;one-2 episodes;yes;early afternoon;nothing;;prime video
567;27;male;single;Campania;upper secondary school diploma;job seeker;no;;;;;;;;;;;no;movies;horror;drama;other;one-2 episodes;no;;;others;
568;65;female;married;Umbria;master's degree;employed;si;over 24 months ;6;standard;partner;si;;netflix;very;very;enough;;tv series;drama;comedy;thriller;one-2 episodes;yes;late evening;contents;;
569;21;male;single;Campania;upper secondary school diploma;employed;si;over 24 months ;3;standard;;si;;netflix;very much;very much;very much;;tv series;action;comedy;other;3-4 episodes;no;late afternoon;nothing;;
570;20;female;single;Campania;upper secondary school diploma;student;si;over 24 months ;4;premium;;si;;netflix;very much;very much;very much;;tv series;comedy;action;fantasy;5-6 episodes;yes;early afternoon;contents;;prime video
571;20;male;single;Campania;upper secondary school diploma;student;no;;;;;;;;;;;don't know;movies;other;comedy;thriller;one-2 episodes;yes;;;lack of interest;prime video
572;21;male;single;Campania;upper secondary school diploma;student;no;;;;;;;;;;;don't know;documentaries;thriller;comedy;action;single episode;no;;;no need;
573;28;female;married;Lombardia;first-level master's degree;employed;si;13 to 24 months;6;premium;partner;si;;netflix;very much;very much;very much;;movies;drama;romantic;comedy;7 or more;yes;late evening;nothing;;prime video
574;41;female;cohabiting;Lombardia;upper secondary school diploma;job seeker;si;over 24 months ;2;basic;partner;si;;netflix;very much;very much;very much;;tv series;romantic;thriller;action;3-4 episodes;no;early evening;nothing;;
575;18;female;single;Campania;lower secondary school diploma;student;si;over 24 months ;2;premium;;si;;netflix;enough;enough;not at all;;tv series;action;drama;romantic;3-4 episodes;yes;early evening;contents;;prime video
576;30;female;married;Campania;upper secondary school diploma;employed;si;13 to 24 months;4;premium;;si;;netflix;very much;very much;very;;tv series;comedy;drama;romantic;one-2 episodes;yes;late evening;contents;;
577;22;female;single;Campania;upper secondary school diploma;student;si;over 24 months ;7;premium;;si;;netflix;very much;very;enough;;tv series;drama;action;comedy;3-4 episodes;yes;late evening;contents;;
578;23;male;single;Campania;upper secondary school diploma;student;si;7 to 12 months ;2;premium;family;si;;netflix;very much;very much;very much;;tv series;comedy;action;drama;3-4 episodes;yes;early afternoon;streaming quality;;
579;23;female;single;Campania;upper secondary school diploma;student;si;7 to 12 months ;3;premium;;si;;netflix;very;very;enough;;tv series;thriller;romantic;comedy;one-2 episodes;no;late evening;contents;;
580;21;female;single;Campania;upper secondary school diploma;student;si;over 24 months ;1;basic;;si;;netflix;very much;very;enough;;tv series;drama;comedy;fantasy;one-2 episodes;yes;late evening;contents;;
581;22;female;single;Campania;upper secondary school diploma;student;si;13 to 24 months;6;premium;family;si;;netflix;very much;very;enough;;movies;romantic;horror;action;one-2 episodes;yes;late evening;loading speed;;prime video
582;20;male;single;Campania;upper secondary school diploma;student;si;7 to 12 months ;0;premium;friends;si;;netflix;enough;very much;a little;;movies;other;action;drama;one-2 episodes;yes;late evening;personalization;;
583;25;female;single;Campania;upper secondary school diploma;student;si;over 24 months ;2;standard;family;no;prime video ;prime video;very;enough;very;;movies;thriller;comedy;drama;one-2 episodes;yes;late evening;contents;;prime video
584;21;female;single;Campania;upper secondary school diploma;student;si;over 24 months ;3;premium;partner;si;;netflix;very much;enough;very;;tv series;action;fantasy;thriller;5-6 episodes;yes;late morning;contents;;prime video
585;38;female;married;Campania;bachelor's degree;employed;no;;;;;;;;;;;don't know;movies;comedy;romantic;thriller;single episode;no;;;no need;
586;22;female;single;Campania;upper secondary school diploma;student;no;;;;;;;;;;;don't know;tv series;fantasy;action;drama;one-2 episodes;yes;;;other platforms;
587;21;male;single;Campania;upper secondary school diploma;student;si;over 24 months ;3;premium;;si;;netflix;very much;enough;a little;;tv series;thriller;drama;fantasy;one-2 episodes;yes;late afternoon;contents;;
588;20;female;single;Lazio;upper secondary school diploma;student;si;7 to 12 months ;7;basic with ads;;no;disney plus;disney plus;enough;enough;a little;;movies;romantic;drama;comedy;5-6 episodes;yes;early morning;navigation;;
589;22;female;single;Campania;bachelor's degree;student;si;13 to 24 months;7;premium;;si;;netflix;very much;very;very;;tv series;comedy;drama;romantic;5-6 episodes;yes;late evening;contents;;
590;22;female;single;Friuli-Venezia Giulia;upper secondary school diploma;student;si;over 24 months ;5;premium;;si;;netflix;very much;a little;a little;;movies;thriller;romantic;drama;3-4 episodes;yes;late morning;contents;;
591;23;male;single;Campania;upper secondary school diploma;unemployed;no;;;;;;;;;;;don't know;tv series;action;romantic;horror;one-2 episodes;no;;;price;
592;21;male;single;Lazio;upper secondary school diploma;student;si;over 24 months ;5;premium;partner;si;;netflix;very much;very;enough;;tv series;thriller;fantasy;action;3-4 episodes;yes;early afternoon;contents;;
593;18;female;single;Lazio;lower secondary school diploma;student;si;over 24 months ;5;basic;;no;prime video ;prime video;very much;a little;not at all;;tv series;action;fantasy;comedy;5-6 episodes;yes;late afternoon;contents;;
594;20;male;single;Lazio;upper secondary school diploma;student;si;over 24 months ;4;standard;partner;si;;netflix;very much;very much;enough;;tv series;fantasy;romantic;comedy;3-4 episodes;yes;early evening;contents;;
595;21;male;single;Campania;upper secondary school diploma;student;no;;;;;;;;;;;yes;movies;action;comedy;horror;5-6 episodes;yes;;;price;prime video
596;21;female;cohabiting;Lazio;upper secondary school diploma;student;si;over 24 months ;4;premium;partner;si;;netflix;very much;very;very;;movies;thriller;romantic;action;one-2 episodes;yes;late afternoon;contents;;
597;21;male;single;Campania;upper secondary school diploma;student;si;over 24 months ;1;standard;family;si;;netflix;very much;very much;very;;movies;drama;thriller;comedy;one-2 episodes;no;late evening;nothing;;
598;52;female;married;Campania;upper secondary school diploma;employed;si;over 24 months ;6;premium;partner;si;;netflix;very much;very;enough;;tv series;drama;comedy;action;one-2 episodes;yes;early evening;contents;;
599;20;female;single;Campania;upper secondary school diploma;student;si;over 24 months ;3;premium;;si;;netflix;very much;very;enough;;tv series;comedy;action;romantic;one-2 episodes;no;late evening;contents;;
600;37;male;married;Campania;lower secondary school diploma;unemployed;no;;;;;;;;;;;no;movies;action;fantasy;horror;single episode;no;;;no need;
601;21;male;single;Campania;bachelor's degree;student;si;over 24 months ;0;premium;;si;;netflix;very much;very much;very much;;tv series;action;fantasy;thriller;7 or more;yes;night;streaming quality;;apple tv
602;23;male;single;Campania;bachelor's degree;student;si;over 24 months ;3;premium;partner;si;;netflix;very;very;enough;;tv series;action;comedy;fantasy;5-6 episodes;yes;late evening;nothing;;
603;49;female;married;Campania;master's degree;employed;si;over 24 months ;3;premium;family;si;;netflix;very much;very;very;;tv series;fantasy;action;comedy;3-4 episodes;yes;early evening;nothing;;
604;44;female;separated;Campania;master's degree;employed;si;13 to 24 months;7;premium;;si;;netflix;very much;very much;enough;;tv series;thriller;drama;action;single episode;yes;late evening;nothing;;prime video
605;44;male;single;Campania;master's degree;employed;si;over 24 months ;1;basic with ads;;no;disney plus;disney plus;very;very;enough;;tv series;drama;romantic;comedy;one-2 episodes;yes;late evening;contents;;
606;20;female;single;Umbria;upper secondary school diploma;student;si;over 24 months ;1;premium;;si;;netflix;very much;very much;very;;movies;drama;thriller;comedy;3-4 episodes;yes;late evening;contents;;prime video
607;59;male;separated;Campania;master's degree;employed;no;;;;;;;;;;;don't know;documentaries;comedy;action;fantasy;single episode;yes;;;no need;disney plus
608;50;female;cohabiting;Campania;master's degree;employed;no;;;;;;;;;;;don't know;tv series;action;comedy;drama;one-2 episodes;yes;;;others' account;prime video
609;21;other;single;Lazio;upper secondary school diploma;student;no;;;;;;;;;;;yes;tv series;comedy;romantic;other;3-4 episodes;yes;;;price;
610;21;male;single;Lazio;no degree;student;si;over 24 months ;5;standard;family;si;;netflix;very;very;enough;;tv series;fantasy;action;comedy;one-2 episodes;yes;early evening;navigation;;
611;22;female;single;Campania;upper secondary school diploma;student;si;over 24 months ;1;standard;family;si;;netflix;very much;enough;enough;;tv series;romantic;action;drama;3-4 episodes;yes;late evening;contents;;
612;41;female;married;Campania;upper secondary school diploma;employed;si;over 24 months ;7;basic with ads;;si;;netflix;very much;very much;very;;tv series;comedy;drama;romantic;3-4 episodes;no;late evening;nothing;;
613;22;female;single;Lombardia;bachelor's degree;student;si;13 to 24 months;2;basic with ads;family;no;prime video ;prime video;very much;very much;enough;;movies;romantic;drama;comedy;one-2 episodes;yes;late evening;streaming quality;;prime video
614;22;female;single;Lombardia;bachelor's degree;student;si;13 to 24 months;2;basic with ads;family;no;prime video ;prime video;very much;very much;enough;;movies;romantic;drama;comedy;one-2 episodes;yes;late evening;streaming quality;;prime video
615;33;female;married;Campania;master's degree;employed;si;7 to 12 months ;2;premium;family;si;;netflix;very much;very much;very much;;tv series;other;fantasy;comedy;3-4 episodes;yes;early evening;nothing;;
616;59;male;married;Campania;upper secondary school diploma;;si;over 24 months ;7;premium;family;si;;netflix;very much;very;enough;;tv series;action;comedy;fantasy;3-4 episodes;yes;early morning;contents;;
617;55;female;married;Campania;master's degree;employed;si;over 24 months ;3;premium;;si;;netflix;very;very;very;;tv series;romantic;thriller;comedy;one-2 episodes;yes;late afternoon;nothing;;paramount
618;20;female;single;Lazio;upper secondary school diploma;student;si;7 to 12 months ;2;premium;;si;;netflix;very;enough;enough;;tv series;romantic;action;comedy;one-2 episodes;no;early afternoon;contents;;
619;21;male;single;Campania;upper secondary school diploma;student;si;over 24 months ;1;standard;;si;;netflix;enough;very;very much;;tv series;action;comedy;drama;3-4 episodes;yes;late evening;streaming quality;;
620;20;female;single;Lazio;upper secondary school diploma;student;si;over 24 months ;3;standard;family;no;other ;;very much;enough;a little;;tv series;drama;comedy;thriller;one-2 episodes;yes;late evening;contents;;8.0
621;25;male;single;Campania;master's degree;job seeker;si;7 to 12 months ;7;basic;partner;si;;netflix;very much;a little;not at all;;tv series;other;thriller;romantic;one-2 episodes;yes;early afternoon;contents;;prime video
622;34;male;married;Campania;lower secondary school diploma;unemployed;no;;;;;;;;;;;yes;movies;action;comedy;drama;single episode;no;;;no need;
623;28;male;cohabiting;Campania;upper secondary school diploma;unemployed;si;over 24 months ;2;premium;partner;no;prime video ;prime video;very much;not at all;not at all;;movies;other;comedy;horror;one-2 episodes;yes;late evening;contents;;prime video
624;21;male;single;Campania;upper secondary school diploma;student;no;;;;;;;;;;;no;tv series;comedy;drama;fantasy;3-4 episodes;yes;;;other platforms;
625;26;male;single;Campania;upper secondary school diploma;employed;si;over 24 months ;4;premium;;no;disney plus;disney plus;very much;a little;not at all;;tv series;fantasy;action;horror;one-2 episodes;yes;late evening;contents;;
626;21;female;single;Campania;upper secondary school diploma;student;si;over 24 months ;4;premium;friends;si;;netflix;very;enough;very;;tv series;drama;romantic;comedy;3-4 episodes;yes;late afternoon;contents;;
627;40;female;cohabiting;Liguria;master's degree;employed;si;over 24 months ;6;basic;partner;si;;netflix;very much;very;very much;;tv series;romantic;comedy;horror;3-4 episodes;yes;late evening;contents;;
628;26;female;single;Lazio;master's degree;employed;si;over 24 months ;0;premium;friends;si;;netflix;very;enough;enough;;movies;comedy;drama;romantic;3-4 episodes;yes;late evening;contents;;
629;21;male;single;Campania;upper secondary school diploma;student;si;over 24 months ;3;premium;partner;no;dazn;dazn;very;enough;enough;;tv series;horror;action;thriller;3-4 episodes;no;early afternoon;contents;;
630;29;female;single;Lazio;master's degree;employed;si;13 to 24 months;4;premium;friends;si;;netflix;very much;very much;very much;;tv series;comedy;drama;romantic;one-2 episodes;yes;late evening;contents;;
631;22;male;single;Campania;upper secondary school diploma;student;si;over 24 months ;1;standard;;no;;;very much;very much;enough;;tv series;thriller;comedy;fantasy;3-4 episodes;no;early afternoon;nothing;;
632;36;female;married;Campania;upper secondary school diploma;employed;no;;;;;;;;;;;yes;movies;action;comedy;romantic;single episode;no;;;no need;
633;27;female;married;Lazio;master's degree;employed;si;over 24 months ;4;premium;partner;no;disney plus;disney plus;very much;enough;very;;tv series;comedy;drama;romantic;one-2 episodes;yes;late evening;contents;;
634;25;male;single;Campania;upper secondary school diploma;job seeker;si;13 to 24 months;7;premium;;si;;netflix;very much;very much;very much;;tv series;comedy;action;romantic;5-6 episodes;yes;late morning;contents;;
635;27;female;cohabiting;Lazio;master's degree;student;no;;;;;;;;;;;yes;tv series;drama;comedy;thriller;one-2 episodes;yes;;;others' account;
636;51;female;separated;Campania;master's degree;employed;si;over 24 months ;3;basic;;si;;netflix;enough;enough;enough;;movies;comedy;drama;action;3-4 episodes;yes;late evening;contents;;others
637;24;male;single;Campania;upper secondary school diploma;employed;si;7 to 12 months ;3;basic with ads;;si;;netflix;very;very;enough;;tv series;horror;romantic;thriller;one-2 episodes;no;night;streaming quality;;
638;26;female;cohabiting;Lazio;master's degree;job seeker;si;over 24 months ;1;premium;partner;no;;;very much;very much;very;;movies;romantic;drama;comedy;one-2 episodes;yes;late evening;nothing;;prime video
639;26;female;cohabiting;Lazio;master's degree;employed;si;over 24 months ;1;premium;;no;prime video ;prime video;very much;a little;a little;;tv series;comedy;thriller;horror;3-4 episodes;yes;late evening;contents;;prime video
640;25;female;single;Campania;upper secondary school diploma;employed;si;over 24 months ;2;basic with ads;partner;no;disney plus;disney plus;enough;enough;enough;;tv series;fantasy;thriller;fantasy;3-4 episodes;yes;early evening;contents;;
641;22;male;single;Campania;upper secondary school diploma;student;si;over 24 months ;2;basic with ads;;si;;netflix;very much;very much;very;;tv series;fantasy;other;action;3-4 episodes;yes;late evening;streaming quality;;prime video
